3.8418344	100
1.9562577	100
3.6611208	100
3.8414235	100
3.6720417	100
4.0610416	100
3.289552	100
2.5128795	100
3.6145397	100
3.3787004	100
3.7646597	100
3.431486	100
3.6961804	100
4.1824573	100
3.9702997	100
3.604153	100
4.1605758	100
3.331139	100
3.8351025	100
3.411163	100
2.6586451	100
3.1042026	100
3.9962528	100
3.861743	100
3.118357	100
2.584609	100
3.6100933	100
2.8805064	100
2.8401045	100
2.5889895	100
3.9818061	100
2.4647479	100
3.7555121	100
3.6294423	100
3.9269082	100
3.3780318	100
3.7114716	100
4.0427979	100
2.997425	100
2.5470514	100
3.7752931	100
2.9415877	100
3.0659022	100
3.7367044	100
3.9672997	100
2.8893029	100
3.4792651	100
2.1042396	100
3.1552808	100
3.3650535	100
3.3425248	100
3.2218213	100
2.810537	100
4.1024619	100
3.2807749	100
2.9212467	100
3.6464544	100
3.7551481	100
2.8233764	100
4.2037049	100
3.2881189	100
3.390363	100
4.0982006	100
3.936535	100
2.8922512	100
3.4436183	100
3.5306896	100
2.5738401	100
3.4040595	100
3.2863456	100
3.4660789	100
3.3789146	100
3.11792	100
3.1550656	100
3.5792435	100
3.8481826	100
2.9801024	100
3.2718199	100
3.220955	100
3.2881933	100
3.2933358	100
3.4759136	100
3.8755195	100
2.5960251	100
3.6759858	100
4.2121872	100
3.4975294	100
2.7510301	100
3.3432243	100
3.2079415	100
4.0075771	100
3.4625139	100
3.4795338	100
3.6324216	100
3.4250269	100
2.088342	100
2.7693454	100
3.4586461	100
3.3074816	100
3.1799222	100
3.6702976	100
3.9949888	100
3.0055765	100
3.7811199	100
3.0724278	100
2.9086035	100
1.7300479	100
3.1490053	100
2.5271263	100
2.2816086	100
3.7820196	100
3.7726955	100
3.722877	100
3.5628761	100
3.6896472	100
3.3253335	100
2.8664875	100
3.9524861	100
3.2542845	100
3.3392583	100
3.7033998	100
3.6940798	100
2.8532642	100
3.142079	100
3.4877657	100
2.8658405	100
3.1169131	100
3.346879	100
4.146308	100
3.5773553	100
2.9895702	100
3.6042416	100
2.6694904	100
3.1406435	100
4.1640378	100
3.2893926	100
3.4060919	100
3.1000361	100
3.905504	100
3.0961993	100
2.7717439	100
3.6663727	100
3.9026216	100
3.1816693	100
4.0175162	100
3.5270055	100
4.0711516	100
2.9536917	100
2.906117	100
3.0624961	100
